Row.names	Gene	C1	P.Val1	C2	P.Val2	C3	P.Val3	C4	P.Val4	C5	P.Val5	Feature name (mandatory); this is the primary systematic name, if available	Gene name (locus name)	Primary CGDID	Description	Name of S. cerevisiae ortholog(s) (multiples separated by |)	Zscore1	Zscore2	Zscore3	Zscore4	Zscore5	C1_2_0.05	C2_2_0.05	C3_2_0.05	C4_2_0.05	Metago2019	SubMetago	Fsimplify	C1_1.5_0.01	C2_1.5_0.01	C3_1.5_0.01	C4_1.5_0.01	sumLow_1.5_0.01	colLow	diffLow	sumHigh_1.5_0.01	colHigh	diffHigh	type
287	CAGL0H04037g	CAGL0H04037g	2.81933333333333	7.01874591530765e-06	0.565333333333333	0.0202816315345439	0.281666666666666	0.025467471333306	0.552	0.0238870121918095	-2.42266666666667	2.3409092272936e-05	CAGL0H04037g		CAL0131620	Ortholog(s) have heat shock protein binding, protein phosphatase regulator activity and role in glycogen metabolic process, meiotic cell cycle, mitotic spindle assembly checkpoint, response to heat	GAC1	3.23691186533582	0.669791111618615	0.52843382988214	0.857099077512949	-6.65006936618027	1	0	0	0	REDOX SIGNALING	METABOLISM	F3	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
288	CAGL0H04081g	CAGL0H04081g	-0.1235	0.474943110717581	-0.422	0.0586046777744167	-0.671833333333334	0.00165852257844738	-1.905	0.0001222493911223	-0.329166666666667	0.203427251969045	CAGL0H04081g	ERG13	CAL0131764	3-hydroxy-3-methylglutaryl coenzyme A synthase; protein abundance increased in ace2 mutant cells		-0.201059085705508	-0.627999126916291	-1.8275987804583	-3.44115369196634	-0.808524708784313	0	0	0	-1	METABOLISM	FATTY ACID AND LIPIDS	F1	0	0	-1	-1	0	black	NO	-2	chartreuse	DOWN	OFF
289	CAGL0H04125g	CAGL0H04125g	1.39716666666667	0.00127021911035661	0.16175	0.626993934436415	0.583166666666666	0.0157258901165043	1.852	0.000204014253003503	-0.327	0.466060020495436	CAGL0H04125g		CAL0130238	Ortholog(s) have D-arabinono-1,4-lactone oxidase activity	ALO1	1.57546280121192	0.13930511185287	1.27341949534375	3.13130689205225	-0.802479005373267	0	0	0	1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	1	0	0	1	1	firebrick	UP	1	firebrick	UP	Type II
290	CAGL0H04191g	CAGL0H04191g	0.3565	0.0277184145382228	-0.0758333333333332	0.775989451620462	1.03666666666667	4.43729512475399e-05	0.652333333333333	0.0188896686180387	0.154166666666667	0.549395568058736	CAGL0H04191g		CAL0129688	Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, mitochondrial proton-transporting ATP synthase complex assembly, protein complex oligomerization	ATP18	0.359701878161459	-0.172983879543401	2.39398665715748	1.03262127037867	0.540132205987462	0	0	1	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	0	0	1	0	0	black	NO	1	firebrick	UP	OFF
291	CAGL0H04851g	CAGL0H04851g	1.84416666666667	2.0035630805115e-05	1.62041666666667	2.01130470625967e-05	0.422166666666666	0.00679784387767933	0.333333333333333	0.207964804000412	-0.885833333333333	0.00309772798033627	CAGL0H04851g		CAL0130262	Ortholog(s) have phosphatase activity, protein serine/threonine phosphatase activity and role in cellular protein localization, cellular sodium ion homeostasis, protein dephosphorylation	PPZ1	2.09767144881304	2.05663464724407	0.875599620918146	0.474565660503261	-2.36180543131456	1	1	0	0	METABOLISM	OTHERS	F1	1	1	0	0	2	red	UP	0	black	NO	OFF
292	CAGL0H04939g	CAGL0H04939g	0.521166666666666	0.096072457714162	0.416083333333333	0.15246265713775	0.881583333333334	0.00201522119115495	1.49	0.000105904833020723	0.2725	0.30351983715943	CAGL0H04939g		CAL0131476	Ortholog(s) have fructose 1,6-bisphosphate 1-phosphatase activity, role in gluconeogenesis, reactive oxygen species metabolic process and cytosol, periplasmic space localization	FBP1	0.55207404215471	0.473610970057506	2.01078645720611	2.49802748523438	0.870320623052275	0	0	1	1	REDOX SIGNALING	METABOLISM	F3	0	0	1	1	0	black	NO	2	red	UP	OFF
293	CAGL0H05137g	CAGL0H05137g	-1.00266666666667	0.0492712206064179	0.178416666666667	0.593026462234748	-1.27916666666667	0.000345935077209007	0.485333333333333	0.100054063067337	1.78416666666667	0.00220749011487516	CAGL0H05137g		CAL0130512	Ortholog(s) have aldehyde dehydrogenase [NAD(P)+] activity, role in NADPH regeneration, acetate biosynthetic process, response to salt stress and cytosol, mitochondrion localization	ALD6	-1.2281473094549	0.161212442010448	-3.32827747860208	0.740473035741702	5.08836138752814	0	0	-1	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	0	0	-1	0	0	black	NO	-1	darkgreen	DOWN	OFF
294	CAGL0H05445g	CAGL0H05445g	1.771	2.26567433403546e-05	1.17508333333333	0.000796687780879794	0.0876666666666666	0.527369107240799	0.0311666666666666	0.927291252596878	-0.0123333333333333	0.975243416575346	CAGL0H05445g	PGI1	CAL0129964	Glucose-6-phosphate isomerase		2.01219434355693	1.4712707854336	0.049073235853776	-0.0540418738249134	0.0755431515540121	1	0	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
295	CAGL0H05643g	CAGL0H05643g	-1.83166666666667	4.23400092072042e-05	-0.941	0.00283045172552412	-0.493166666666667	0.00852174993527895	-0.520333333333333	0.0354881630951342	0.0816666666666666	0.755727049351812	CAGL0H05643g		CAL0130120	Ortholog(s) have structural constituent of ribosome activity and role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	RPS6A	-2.19662822413347	-1.31019338802326	-1.38612579351809	-1.01883080437755	0.337833668771695	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	-1	0	0	0	-1	darkgreen	DOWN	0	black	NO	OFF
296	CAGL0H06545g	CAGL0H06545g	4.49033333333333	2.14969399458218e-07	4.48075	9.54662723728848e-07	-0.0129999999999999	0.93810897499949	-0.178166666666667	0.648952076253601	-0.874500000000001	0.0521323306658581	CAGL0H06545g		CAL0130627	Ortholog(s) have role in autophagy of mitochondrion, mitochondria-nucleus signaling pathway and integral component of mitochondrial outer membrane localization	ATG32	5.1890609707977	5.81637064888757	-0.199667141116268	-0.420247644986627	-2.33018175193371	1	1	0	0	METABOLISM	MITOPHAGY	F1	1	1	0	0	2	red	UP	0	black	NO	OFF
297	CAGL0H06699g	CAGL0H06699g	0.536333333333333	0.117262208168196	-0.655416666666666	0.0260254808051942	0.660666666666667	0.00328825119046052	1.8475	8.29503773490436e-05	0.109166666666667	0.780378062414273	CAGL0H06699g		CAL0130454	Ortholog(s) have glycerol-3-phosphate dehydrogenase (quinone) activity and role in NADH oxidation, glycerol metabolic process, replicative cell aging	GUT2	0.569792530943562	-0.934811285773166	1.46491663986539	3.12343463423269	0.414567596681124	0	0	0	1	REDOX SIGNALING	METABOLISM	F3	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
298	CAGL0H06787g	CAGL0H06787g	1.10716666666667	0.000126662680575985	0.937333333333334	0.00181737403691069	2.57433333333333	2.47256851070191e-06	2.2835	1.43109575674647e-05	0.186666666666667	0.479400815038878	CAGL0H06787g		CAL0131584	Ortholog(s) have acetyl-CoA C-acyltransferase activity, mRNA binding activity, role in fatty acid beta-oxidation, icosanoid biosynthetic process and mitochondrial intermembrane space, peroxisomal matrix, peroxisome localization	POT1	1.23666971887563	1.15876272073575	6.19345473319329	3.88616894741664	0.630817757153149	0	0	1	1	REDOX SIGNALING	PEROXISOME	F3	0	0	1	1	0	black	NO	2	red	UP	OFF
299	CAGL0H07051g	CAGL0H07051g	-0.979	0.00196958639817286	-0.690416666666667	0.00743018356303135	-0.385666666666667	0.00391416427053905	-1.119	0.000641982373954255	0.00966666666666671	0.976312638914303	CAGL0H07051g		CAL0131944	Ortholog(s) have asparaginase activity and role in asparagine catabolic process	ASP1	-1.20049867859757	-0.98081667910408	-1.12050072208485	-2.06613265948334	0.136930293881555	0	0	0	-1	METABOLISM	AMINO ACID METABOLISM	F1	0	0	0	-1	0	black	NO	-1	darkgreen	DOWN	OFF
300	CAGL0H07337g	CAGL0H07337g	-0.205833333333333	0.780660642956874	-0.922833333333333	0.00644586706404434	-1.634	0.00101466534941643	-2.99733333333333	1.89871820134404e-06	-0.426	0.375619837989556	CAGL0H07337g		CAL0131926	Protein of unknown function		-0.297245167702133	-1.2863143981515	-4.20504612523987	-5.35207138638821	-1.07872114584721	0	0	-1	-1	UNCLASSIFIED	_	Others	0	0	-1	-1	0	black	NO	-2	chartreuse	DOWN	OFF
301	CAGL0H07579g	CAGL0H07579g	-2.00833333333333	1.29143527112642e-05	-1.88041666666667	0.000185333572636263	0.424666666666667	0.00260849057816411	-0.8485	0.0216134685084916	0.582	0.122806391301945	CAGL0H07579g	HXK2	CAL0130422	Putative hexokinase B	HXK2	-2.4030194122234	-2.54500005235513	0.881776948160781	-1.59292249499651	1.73392610261475	-1	-1	0	0	REGULATION	OTHERS	F2	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
302	CAGL0H07887g	CAGL0H07887g	0.127333333333333	0.564572495600504	0.0575833333333333	0.871690862585993	1.43083333333333	0.000338536770757942	0.641666666666667	0.0295660784936396	-1.1135	0.0107947483221563	CAGL0H07887g		CAL0130108	Ortholog(s) have phosphoribosylamine-glycine ligase activity, phosphoribosylformylglycinamidine cyclo-ligase activity	ADE5,7	0.0919774596485842	0.00238429836800885	3.3679452524127	1.01396110369527	-2.99706934358292	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	0	0	1	0	0	black	NO	1	firebrick	UP	OFF
303	CAGL0H08063g	CAGL0H08063g	1.06916666666667	8.22270733584937e-05	0.901583333333333	0.00117591464182739	1.06766666666667	0.000168833764427557	0.2785	0.217499602565386	-0.417333333333333	0.0757940900293891	CAGL0H08063g		CAL0131610	Ortholog(s) have 2,4-dienoyl-CoA reductase (NADPH) activity, role in ascospore formation, fatty acid catabolic process and peroxisomal matrix localization	SPS19	1.1922761425695	1.11177149754775	2.47058551496613	0.378640741146411	-1.05453833220303	0	0	1	0	REDOX SIGNALING	PEROXISOME	F3	0	0	1	0	0	black	NO	1	firebrick	UP	OFF
304	CAGL0H08261g	CAGL0H08261g	1.81416666666667	1.37592493522448e-05	0.64825	0.00755889099707055	1.63766666666667	2.86487243244867e-05	0.120666666666667	0.619134593952342	-0.703166666666667	0.0143885970810302	CAGL0H08261g		CAL0131992	Ortholog(s) have role in autophagy of mitochondrion	YOR019W	2.06262388857135	0.778780079152564	3.87901612628659	0.102528587252985	-1.85210612835254	1	0	1	0	METABOLISM	UNKNOWN	F1	1	0	1	0	1	firebrick	UP	1	firebrick	UP	Type II
305	CAGL0H08541g	CAGL0H08541g	1.036	0.00141591431529225	1.58216666666667	3.47867879795018e-05	0.507666666666667	0.00908830525791455	0.8435	0.00494713911546201	-0.0646666666666669	0.837738846275484	CAGL0H08541g		CAL0131472	Ortholog(s) have DNA binding, bending activity	NHP6B	1.15352911763563	2.00635732453243	1.08686421261622	1.36704644515772	-0.0704838385281739	0	1	0	0	REGULATION	CHROMATIN CONFORMATION	F2	0	1	0	0	1	firebrick	UP	0	black	NO	OFF
306	CAGL0H08624g	CAGL0H08624g	0.452333333333333	0.0115876934084583	-0.3435	0.615474778095884	1.214	0.000100659077795937	0.509333333333334	0.455663671079493	-0.0106666666666667	0.994135049992569	CAGL0H08624g	MCM16	CAL0131828	Ortholog(s) have role in chromosome segregation, establishment of mitotic sister chromatid cohesion and condensed nuclear chromosome kinetochore localization	MCM16	0.471659362266843	-0.524815601874099	2.83216506956828	0.782458410779351	0.0801936926394317	0	0	1	0	UNCLASSIFIED	_	Others	0	0	1	0	0	black	NO	1	firebrick	UP	OFF
307	CAGL0H08822g	CAGL0H08822g	-1.6915	2.2264431300235e-05	-0.751166666666667	0.0037144408867208	-0.438833333333333	0.0399955128915947	-0.412833333333333	0.0585453791030309	-0.264333333333333	0.282220955816927	CAGL0H08822g	MMT2	CAL0132002	Ortholog(s) have role in cellular iron ion homeostasis and mitochondrion localization	MMT1	-2.0328782343376	-1.06066889752845	-1.25187188144485	-0.830771312021414	-0.627618660561479	-1	0	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	-1	0	0	0	-1	darkgreen	DOWN	0	black	NO	OFF
308	CAGL0H08844g	CAGL0H08844g	3.18733333333333	5.94997223773647e-07	3.19883333333333	1.77497481641877e-07	-0.1945	0.190747117931918	0.493	0.0617793200399375	-0.972166666666667	0.000872676533912841	CAGL0H08844g		CAL0132038	Putative adhesin-like protein	DDR48	3.6668286043005	4.13136834981747	-0.648141098931466	0.753885030545395	-2.60270345953932	1	1	0	0	STRESS RESPONSE	_	Others	1	1	0	0	2	red	UP	0	black	NO	OFF
309	CAGL0H09064g	CAGL0H09064g	-0.490833333333333	0.0751669080441325	-1.95133333333333	3.23003004462916e-05	0.497833333333333	0.0148412493188906	0.739166666666667	0.00763468720722754	0.413666666666667	0.171951772779624	CAGL0H09064g	FUR1	CAL0131842	Putative uracil phosphoribosyltransferase	FUR1	-0.630196989998145	-2.63821574217562	1.06256672546186	1.18452668978572	1.26422145298734	0	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	0	-1	0	0	-1	darkgreen	DOWN	0	black	NO	OFF
310	CAGL0H09460g	CAGL0H09460g	0.8445	0.00114795484001213	0.5625	0.00982098296048287	1.83133333333333	1.19198386459676e-05	1.3335	0.000190041107145048	-0.215333333333333	0.313460848753142	CAGL0H09460g		CAL0130042	Ortholog(s) have long-chain fatty acid-CoA ligase activity, medium-chain fatty acid-CoA ligase activity, very long-chain fatty acid-CoA ligase activity and role in fatty acid metabolic process, long-chain fatty acid metabolic process	FAA2	0.929808858092876	0.666066865491827	4.3575530766826	2.22424785217638	-0.490892752650134	0	0	1	1	METABOLISM	FATTY ACID AND LIPIDS	F1	0	0	1	1	0	black	NO	2	red	UP	OFF
311	CAGL0H09592g	CAGL0H09592g	3.96283333333333	5.88103148534659e-06	2.65158333333333	5.24569464052801e-05	-1.6015	0.000605939381820093	-2.48016666666667	8.75092442443796e-05	-0.7005	0.19091203779729	CAGL0H09592g		CAL0131672	Putative GPI-linked cell wall protein		4.57280803654807	3.41204116409341	-4.12474087108564	-4.44734486734776	-1.84466526261587	1	1	-1	-1	STRESS RESPONSE	_	Others	1	1	-1	-1	2	red	UP	-2	chartreuse	DOWN	Type I
312	CAGL0H09614g	CAGL0H09614g	3.92216666666667	6.99239846475025e-06	2.75658333333333	2.42653591594402e-05	-1.51783333333333	0.000346417029601428	-2.29933333333333	9.26568574038591e-05	-0.610666666666666	0.207942886355045	CAGL0H09614g		CAL0131934	Putative GPI-linked cell wall protein	TIR1	4.52529912155378	3.55005734408615	-3.9180063193655	-4.13099672904326	-1.59400109811174	1	1	-1	-1	STRESS RESPONSE	_	Others	1	1	-1	-1	2	red	UP	-2	chartreuse	DOWN	Type I
313	CAGL0H09944g	CAGL0H09944g	1.27466666666667	9.36647465553589e-05	1.97383333333333	1.09324998901527e-05	-0.540166666666667	0.00150351162755853	0.0648333333333334	0.788425434993184	0.135	0.582769520493009	CAGL0H09944g		CAL0131938	Ortholog(s) have 2-alkenal reductase [NAD(P)] activity, NADPH:quinone reductase activity, mRNA 3'-UTR AU-rich region binding activity and role in cellular response to oxidative stress	ZTA1	1.43235193022504	2.52117958323551	-1.5022595456796	0.00485427726956625	0.486650983505133	0	1	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	0	1	-1	0	1	firebrick	UP	-1	darkgreen	DOWN	Type I
314	CAGL0H09966g	CAGL0H09966g	4.31833333333333	2.10734483923903e-07	4.28525	6.11232791434077e-08	-0.646	0.00146228950904647	-0.290000000000001	0.193836385455538	0.113833333333333	0.642204848972273	CAGL0H09966g		CAL0129585	Ortholog of S. cerevisiae : FMP23 and Saccharomyces cerevisiae S288C : YBR047W	FMP23	4.98812162541204	5.55939766613918	-1.76376639895109	-0.615887830057894	0.427589111720298	1	1	0	0	UNCLASSIFIED	_	Others	1	1	-1	0	2	red	UP	-1	darkgreen	DOWN	Type I
315	CAGL0H10010g	CAGL0H10010g	2.73283333333333	4.78390661429558e-05	1.52133333333333	0.000275280294216981	0.506333333333334	0.0384107424121248	0.7125	0.097226656772685	-0.485166666666667	0.174848710081989	CAGL0H10010g		CAL0131520	Protein of unknown function		3.13585806663896	1.92639556945728	1.08356963808681	1.13787627307722	-1.24381535437962	1	0	0	0	UNCLASSIFIED	_	Others	1	1	0	0	2	red	UP	0	black	NO	OFF
316	CAGL0H10076g	CAGL0H10076g	-0.0713333333333334	0.730235079219786	-2.39183333333333	5.82944575083315e-06	0.8975	5.68688491773236e-05	-1.06266666666667	0.00109201356889888	-1.45633333333333	0.000169009333506291	CAGL0H10076g		CAL0131608	Ortholog(s) have plasma membrane localization	YRO2	-0.140115272618577	-3.2172264782404	2.05011544065088	-1.96758365418664	-3.9536856448538	0	-1	1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	0	-1	1	-1	-1	darkgreen	DOWN	0	white	SWITCH	SWITCH
317	CAGL0H10142g	CAGL0H10142g	-2.99333333333333	4.44080047044319e-05	-2.03575	4.14356221806182e-06	0.602666666666667	0.000839510886131622	0.761666666666667	0.00370023205632473	0.606666666666667	0.0132249896396065	CAGL0H10142g	ARO3	CAL0131756	Putative 2-dehydro-3-deoxyphosphoheptonate aldolase; protein abundance increased in ace2 mutant cells		-3.55374764015874	-2.74917636942376	1.32160264783629	1.22388797888352	1.80275411067897	-1	-1	0	0	METABOLISM	AMINO ACID METABOLISM	F1	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
318	CAGL0I00286g	CAGL0I00286g	0.8165	0.0534361002047275	2.66466666666667	5.82944575083315e-06	-0.643666666666667	0.00203038636905667	0.907166666666667	0.0102470791769678	0.935833333333333	0.0124208972365996	CAGL0I00286g		CAL0132216	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization		0.897097801867303	3.42923841826711	-1.75800089352463	1.47842431504926	2.7212359750494	0	1	0	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	0	1	-1	0	1	firebrick	UP	-1	darkgreen	DOWN	Type I
319	CAGL0I00462g	CAGL0I00462g	-0.258166666666667	0.0441836407661542	-0.082	0.716800984150283	0.829666666666667	0.000256590175689194	1.25366666666667	0.000341435316361706	0.296166666666667	0.198701260376796	CAGL0I00462g		CAL0129598	Ortholog(s) have role in cotranslational protein targeting to membrane and endoplasmic reticulum membrane localization	HRI1	-0.358383689457073	-0.181089591701705	1.88250396146742	2.08458816715532	0.936358306465237	0	0	0	1	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	0	0	1	1	0	black	NO	2	red	UP	OFF
320	CAGL0I00528g	CAGL0I00528g	1.083	0.000798928105439115	1.60858333333333	0.000125998525296572	0.592	0.00686751072061325	-0.238333333333334	0.546013067146164	0.197833333333333	0.579052038128305	CAGL0I00528g		CAL0132094	Ortholog(s) have mRNA binding, pre-mRNA 5'-splice site binding activity and role in mRNA 5'-splice site recognition, mRNA splicing, via spliceosome, positive regulation of RNA binding	YHC1	1.20843696201427	2.04108044283219	1.29524605160105	-0.525502647685177	0.661976382425463	0	1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	0	1	0	0	1	firebrick	UP	0	black	NO	OFF
321	CAGL0I00550g	CAGL0I00550g	2.04233333333333	4.44861403131478e-06	0.920583333333333	0.00106430091006045	-0.00483333333333347	0.976647161160452	-0.348166666666667	0.0893449586978622	-0.509666666666666	0.022913475186735	CAGL0I00550g		CAL0132606	Ortholog of S. cerevisiae : YLR297W and Saccharomyces cerevisiae S288C : YLR297W	YLR297W	2.32918005507617	1.13674585392738	-0.179487872123666	-0.717644051503305	-1.31217830833529	1	0	0	0	UNCLASSIFIED	_	Others	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
322	CAGL0I00748g	CAGL0I00748g	-1.65183333333333	0.00295849141176759	-2.10808333333333	6.48525406914963e-06	0.0516666666666667	0.786664170252432	0.0656666666666667	0.798630725657038	0.27	0.342068924371126	CAGL0I00748g		CAL0129543	Ortholog(s) have NADH dehydrogenase activity, role in NADH oxidation, chronological cell aging, glycolytic fermentation to ethanol and mitochondrion, plasma membrane localization	NDE1	-1.98653757135137	-2.84425418230764	-0.0398802764401469	0.00631210279170669	0.863344811424145	0	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
323	CAGL0I00792g	CAGL0I00792g	-1.71816666666667	0.000106293362576038	-1.4355	0.000105907118664543	0.0625	0.597914816418184	-1.7535	0.000290708621004961	-0.164666666666667	0.528165610097563	CAGL0I00792g		CAL0132732	Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	RPS16A	-2.0640316212191	-1.96018387379859	-0.013111858388735	-3.17612101204118	-0.349516303653368	-1	0	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	-1	-1	0	-1	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
324	CAGL0I00814g	CAGL0I00814g	-0.889333333333334	0.0066635418004175	-0.3935	0.0934134643530588	-0.176333333333333	0.128189781380057	-1.21933333333333	0.000636800967427197	-0.0720000000000001	0.809755296617028	CAGL0I00814g		CAL0132444	Has domain(s) with predicted structural constituent of ribosome activity, role in translational elongation and ribosome localization		-1.09574541520853	-0.590537592346833	-0.603252520968328	-2.24165485234907	-0.0909462193040212	0	0	0	-1	REGULATION	TRANSLATION	F2	0	0	0	-1	0	black	NO	-1	darkgreen	DOWN	OFF
325	CAGL0I01100g	CAGL0I01100g	1.54683333333333	0.000760784343204842	1.80308333333333	0.000160919594828429	-0.0425000000000002	0.80261108301199	0.642333333333334	0.0239665491786589	-0.108333333333333	0.784815291534001	CAGL0I01100g	GCY1	CAL0132054	Ortholog(s) have alditol:NADP+ 1-oxidoreductase activity, aldo-keto reductase (NADP) activity, glycerol dehydrogenase [NAD(P)+] activity, mRNA binding, oxidoreductase activity	GCY1	1.75031118508433	2.29673898577113	-0.272559602579345	1.01512736411299	-0.192328014966175	0	1	0	0	REDOX SIGNALING	METABOLISM	F3	1	1	0	0	2	red	UP	0	black	NO	OFF
326	CAGL0I01166g	CAGL0I01166g	0.866833333333333	0.0216249630039745	2.978	1.49130324265138e-06	-0.646	0.00229455051877026	-0.606	0.0250335686853012	1.27066666666667	0.00254045370680179	CAGL0I01166g	TRR1	CAL0132754	Thioredoxin reductase (NADPH)	TRR2	0.95589981960613	3.84109622522957	-1.76376639895109	-1.1686952680536	3.65552967911026	0	1	0	0	REDOX SIGNALING	THIOL REDOX	F3	0	1	-1	0	1	firebrick	UP	-1	darkgreen	DOWN	Type I
327	CAGL0I01276g	CAGL0I01276g	1.13433333333333	0.0396235239843856	1.85075	3.73943911816577e-05	0.0103333333333333	0.978188239475216	1.754	8.75092442443796e-05	0.0133333333333335	0.985694987688865	CAGL0I01276g		CAL0130065	Ortholog(s) have cytoplasm, nucleus localization	YHR112C	1.26840723176116	2.3593939500218	-0.142012086851689	2.95986661064852	0.147161484269479	0	1	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	0	1	0	1	1	firebrick	UP	1	firebrick	UP	Type II
328	CAGL0I01298g	CAGL0I01298g	-1.89866666666667	1.69129235357645e-05	-1.39883333333333	4.01118733199637e-05	-0.214166666666667	0.0979198318949453	0.219	0.281668966532483	0.1175	0.582769520493009	CAGL0I01298g		CAL0132602	Ortholog(s) have aminopeptidase activity, metalloaminopeptidase activity, role in cellular response to drug, chaperone-mediated protein folding, proteolysis and extracellular region, fungal-type vacuole lumen localization	APE4	-2.27490110867324	-1.91198774745192	-0.696736073240183	0.274551998865574	0.437820302108223	-1	0	0	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	-1	-1	0	0	-2	chartreuse	DOWN	0	black	NO	OFF
329	CAGL0I01408g	CAGL0I01408g	-2.18416666666667	0.0016395052928412	-3.15925	1.7251453385794e-06	-0.215166666666667	0.102131625799789	-1.08283333333333	0.00100753141909757	0.0126666666666667	0.969200120327479	CAGL0I01408g	CYC1	CAL0132740	Ortholog(s) have electron transfer activity and role in mitochondrial ATP synthesis coupled electron transport, mitochondrial electron transport, cytochrome c to oxygen, mitochondrial electron transport, ubiquinol to cytochrome c	CYC1	-2.60843705697328	-4.22594949534607	-0.699207004137236	-2.00286303182244	0.145301267835311	-1	-1	0	-1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	-1	-1	0	-1	-2	chartreuse	DOWN	-1	darkgreen	DOWN	Type II
330	CAGL0I01980g	CAGL0I01980g	0.866166666666667	0.00498048459753858	-0.3445	0.0757081927610638	1.05666666666667	0.000605939381820093	0.473	0.0253893990004528	-0.609833333333333	0.035480962576857	CAGL0I01980g		CAL0129478	Putative activator of transcription; gene is upregulated in azole-resistant strain	YSP1	0.955120984934093	-0.526130041683554	2.44340527509855	0.718897218014022	-1.59167582756903	0	0	1	0	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	0	0	1	0	0	black	NO	1	firebrick	UP	OFF
331	CAGL0I02024g	CAGL0I02024g	2.15766666666667	3.22124034073709e-06	0.964916666666667	0.000408856499203173	0.177666666666667	0.165590712641906	-0.192833333333333	0.323314808037689	-0.0945	0.68244677637858	CAGL0I02024g	OYE2	CAL0132410	Putative NADPH dehydrogenase; protein abundance increased in ace2 mutant cells		2.46391845333865	1.19501935214654	0.271457016588585	-0.445905374176301	-0.15372852395719	1	0	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	1	0	0	0	1	firebrick	UP	0	black	NO	OFF
332	CAGL0I02134g	CAGL0I02134g	2.12016666666667	0.000395201095177223	2.47141666666667	5.07875358627038e-05	2.20833333333333	1.08101388076017e-05	2.09383333333333	0.000214015144377093	0.0766666666666662	0.875583716626209	CAGL0I02134g	PEX21B	CAL0132104	Ortholog(s) have role in protein import into peroxisome matrix and cytosol, peroxisome localization	PEX18	2.42010900303654	3.17522292508999	5.28909402487174	3.55436785857745	0.323882045515434	1	1	1	1	TRANSPORT / TRAFFICKING	PEROXISOME	F4	1	1	1	1	2	red	UP	2	red	UP	Type II
333	CAGL0I02486g	CAGL0I02486g	0.955	0.000496890555160563	0.0436666666666666	0.917068813676324	0.418833333333334	0.0140030308154497	1.89533333333333	0.000558916203894999	-0.3395	0.447069540525307	CAGL0I02486g	ENO1	CAL0130514	Putative enolase I; protein abundance increased in azole resistant strain and in ace2 mutant cells	ENO2	1.05890070498308	-0.0159083223135686	0.867363184594636	3.20711381920356	-0.837358063513917	0	0	0	1	REGULATION	OTHERS	F2	0	0	0	1	0	black	NO	1	firebrick	UP	OFF
334	CAGL0I02508g	CAGL0I02508g	1.4335	0.000135408609101738	1.88133333333333	3.45118753856305e-05	-0.717833333333334	0.00522986969511634	-0.564	0.0302198302818485	0.131833333333333	0.73725277847187	CAGL0I02508g		CAL0132152	Ortholog(s) have copper ion transmembrane transporter activity and role in cellular copper ion homeostasis, copper ion import, protein maturation by copper ion transfer	CTR2	1.61790929083797	2.39959390086095	-1.94126160172276	-1.09522086173771	0.477814955442835	0	1	0	0	TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	1	1	-1	0	2	red	UP	-1	darkgreen	DOWN	Type I
