C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42
CAGL0H02387g		Putative trehalose-6-phosphate synthase/phosphatase subunit; gene is upregulated in azole-resistant strain	3.179	5.187e-05	1.195	1.154e-04	0.448	1.274e-02	0.038	8.670e-01	3.657	1.497	0.94	-0.043	1	0	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0H02387g	OFF	UP	0	0	0	CAGL0H02387g	YMR261C	S000004874	YMR261C	TPS3	Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog, TSL1, that arose from the whole genome duplication	4.041	1.330e-06	-0.322	6.111e-02	0.083	9.999e-01	0.006	9.910e-01
CAGL0H02491g		Ortholog(s) have cytochrome-c oxidase activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV, plasma membrane localization	-1.868	7.287e-04	-2.347	1.416e-05	0.102	3.820e-01	0.95	2.731e-03	-2.239	-3.159	0.084	1.554	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0H02491g	Type I	DOWN	DOWN	0	UP	CAGL0H02491g	YMR256C	S000004869	YMR256C	COX7	Subunit VII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain	-2.302	1.820e-04	2.154	2.248e-04	0.158	9.999e-01	0.698	2.283e-01
CAGL0H02563g		Predicted GPI-linked protein	0.985	1.666e-02	0.344	1.809e-01	-0.459	9.351e-02	1.514	2.967e-02	1.094	0.379	-1.302	2.54	0	0	0	1	MEMBRANE / CELL WALL	_	Others	CAGL0H02563g	NO	0	0	0	0	CAGL0H02563g	YMR251W-A	S000004864	YMR251W-A	HOR7	Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor; HOR7 has a paralog, DDR2, that arose from the whole genome duplication	1.644	1.370e-03	-0.223	7.291e-01	0.382	9.999e-01	0.066	9.458e-01
CAGL0H02585g		Ortholog(s) have glutamate decarboxylase activity and role in cellular response to oxidative stress, glutamate catabolic process	3.578	2.107e-07	1.489	9.917e-05	0.481	3.401e-03	0.642	2.164e-02	4.123	1.883	1.021	1.014	1	0	0	0	METABOLISM	NITROGEN METABOLISM	F1	CAGL0H02585g	OFF	UP	UP	0	0	CAGL0H02585g	YMR250W	S000004862	YMR250W	GAD1	Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress	3.058	1.070e-06	-0.883	7.665e-03	-0.052	9.999e-01	0.113	7.348e-01
CAGL0H02893g		Has domain(s) with predicted deaminase activity and role in purine ribonucleoside monophosphate biosynthetic process	1.933	3.257e-05	0.633	8.707e-03	0.345	1.884e-02	0.371	9.060e-02	2.202	0.759	0.685	0.54	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0H02893g	OFF	UP	0	0	0	CAGL0H02893g	YJL070C	S000003606	YJL070C		Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis as overexpression in an AMD1 strain grown in adenine results in greatly reduced GDP and GTP intracellular levels; not an essential gene; YJL070C has a paralog, YBR284W, that arose from the whole genome duplication	3.42	2.460e-06	0.442	5.663e-02	-0.168	9.999e-01	-0.084	8.822e-01
CAGL0H02959g	TOS8	Ortholog(s) have chromatin binding activity, role in filamentous growth and nuclear chromatin localization	0.896	4.713e-03	0.788	2.050e-02	-1.429	3.381e-05	-0.73	2.142e-02	0.99	0.962	-3.699	-1.386	0	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0H02959g	OFF	0	0	DOWN	0	CAGL0H02959g	YGL096W	S000003064	YGL096W	TOS8	Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog, CUP9, that arose from the whole genome duplication	-0.749	1.230e-02	-0.02	9.150e-01	0.109	9.999e-01	0.484	2.418e-01
CAGL0H03179g		Ortholog(s) have protein-containing complex binding activity	0.132	2.592e-01	0.382	6.773e-02	0.36	1.302e-02	1.48	1.442e-04	0.097	0.429	0.722	2.48	0	0	0	1	REGULATION	OTHERS	F2	CAGL0H03179g	OFF	0	0	0	UP	CAGL0H03179g	YGL086W	S000003054	YGL086W	MAD1	Coiled-coil protein involved in spindle-assembly checkpoint; required for inhibition of karyopherin/importin Pse1p (aka Kap121p) upon spindle assembly checkpoint arrest; phosphorylated by Mps1p upon checkpoint activation which leads to inhibition of anaphase promoting complex activity; forms a complex with Mad2p; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability	-0.073	7.450e-01	-0.01	9.748e-01	0.161	9.999e-01	0.326	3.918e-01
CAGL0H03487g	AFT1	Putative RNA polymerase II transcription factor, involved in regulation of iron acquisition genes; required for growth under iron depletion	1.43	1.502e-04	2.266	3.943e-06	-1.418	5.299e-05	-0.646	1.004e-02	1.614	2.905	-3.671	-1.239	0	1	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0H03487g	Type I	UP	UP	DOWN	0	CAGL0H03487g	YGL071W	S000003039	YGL071W	AFT1	Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress	1.671	3.310e-05	-11.325	4.160e-06	-0.283	9.999e-01	-0.571	1.545e-01
CAGL0H03751g		Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific activity, role in positive regulation of transcription by RNA polymerase II and nuclear chromatin localization	-0.774	8.743e-04	-0.339	1.441e-01	-0.772	5.530e-04	-0.361	1.779e-01	-0.961	-0.519	-2.074	-0.74	0	0	-1	0	REGULATION	UNKNOWN	F2	CAGL0H03751g	OFF	0	0	DOWN	0	CAGL0H03751g	YLR176C	S000004166	YLR176C	RFX1	Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins	-0.358	3.070e-02	0.964	9.677e-04	0.146	9.999e-01	0.094	8.108e-01
CAGL0H03795g	LEU2	3-isopropylmalate dehydrogenase	0.718	2.732e-03	3.381	4.830e-07	-0.289	4.480e-02	0.891	8.783e-03	0.782	4.371	-0.882	1.45	0	1	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0H03795g	OFF	0	UP	0	0	CAGL0H03795g	YCL018W	S000000523	YCL018W	LEU2	Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate	0.816	7.070e-03	0.684	1.962e-02	0.109	9.999e-01	-0.084	9.165e-01
CAGL0H03993g		Ortholog(s) have citrate (Si)-synthase activity, role in acetyl-CoA catabolic process, citrate metabolic process, tricarboxylic acid cycle and mitochondrion localization	-1.32	3.813e-04	-1.488	1.790e-04	-0.002	9.875e-01	0.998	3.688e-03	-1.598	-2.029	-0.174	1.638	0	-1	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0H03993g	Type I	DOWN	DOWN	0	UP	CAGL0H03993g	YNR001C	S000005284	YNR001C	CIT1	Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein; CIT1 has a paralog, CIT2, that arose from the whole genome duplication	-0.457	4.430e-02	0.967	3.037e-03	-0.107	9.999e-01	-0.85	5.454e-02
CAGL0H04037g		Ortholog(s) have heat shock protein binding, protein phosphatase regulator activity and role in glycogen metabolic process, meiotic cell cycle, mitotic spindle assembly checkpoint, response to heat	2.819	7.019e-06	0.565	2.028e-02	0.282	2.547e-02	0.552	2.389e-02	3.237	0.67	0.528	0.857	1	0	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0H04037g	OFF	UP	0	0	0	CAGL0H04037g	YOR178C	S000005704	YOR178C	GAC1	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1); tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock; GAC1 has a paralog, PIG1, that arose from the whole genome duplication	2.676	2.810e-05	-0.521	2.749e-02	-0.064	9.999e-01	-0.267	6.162e-01
CAGL0H04081g	ERG13	3-hydroxy-3-methylglutaryl coenzyme A synthase; protein abundance increased in ace2 mutant cells	-0.124	4.749e-01	-0.422	5.860e-02	-0.672	1.659e-03	-1.905	1.222e-04	-0.201	-0.628	-1.828	-3.441	0	0	0	-1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0H04081g	OFF	0	0	DOWN	DOWN	CAGL0H04081g	YML126C	S000004595	YML126C	ERG13	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis	1.083	3.690e-04	0.256	3.376e-01	0.029	9.999e-01	-0.228	8.235e-01
CAGL0H04125g		Ortholog(s) have D-arabinono-1,4-lactone oxidase activity	1.397	1.270e-03	0.162	6.270e-01	0.583	1.573e-02	1.852	2.040e-04	1.575	0.139	1.273	3.131	0	0	0	1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0H04125g	Type II	UP	0	0	UP	CAGL0H04125g	YML086C	S000004551	YML086C	ALO1	D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress	1.27	4.900e-05	-0.489	7.644e-02	-0.052	9.999e-01	-0.424	2.805e-01
CAGL0H04191g		Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, mitochondrial proton-transporting ATP synthase complex assembly, protein complex oligomerization	0.356	2.772e-02	-0.076	7.760e-01	1.037	4.437e-05	0.652	1.889e-02	0.36	-0.173	2.394	1.033	0	0	1	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H04191g	OFF	0	0	UP	0	CAGL0H04191g	YML081C-A	S000007247	YML081C-A	ATP18	Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms	-0.498	1.430e-02	0.45	4.865e-02	0.1	9.999e-01	0.074	9.123e-01
CAGL0H04851g		Ortholog(s) have phosphatase activity, protein serine/threonine phosphatase activity and role in cellular protein localization, cellular sodium ion homeostasis, protein dephosphorylation	1.844	2.004e-05	1.62	2.011e-05	0.422	6.798e-03	0.333	2.080e-01	2.098	2.057	0.876	0.475	1	1	0	0	METABOLISM	OTHERS	F1	CAGL0H04851g	OFF	UP	UP	0	0	CAGL0H04851g	YML016C	S000004478	YML016C	PPZ1	Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance	0.62	1.930e-03	1.663	1.816e-04	-0.088	9.999e-01	0.507	1.291e-01
CAGL0H04939g		Ortholog(s) have fructose 1,6-bisphosphate 1-phosphatase activity, role in gluconeogenesis, reactive oxygen species metabolic process and cytosol, periplasmic space localization	0.521	9.607e-02	0.416	1.525e-01	0.882	2.015e-03	1.49	1.059e-04	0.552	0.474	2.011	2.498	0	0	1	1	REDOX SIGNALING	METABOLISM	F3	CAGL0H04939g	OFF	0	0	UP	UP	CAGL0H04939g	YLR377C	S000004369	YLR377C	FBP1	Fructose-1,6-bisphosphatase; key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; glucose starvation results in redistribution to the periplasm; interacts with Vid30p	1.446	3.640e-04	2.113	1.744e-03	0.401	9.999e-01	0.327	6.519e-01
CAGL0H05137g		Ortholog(s) have aldehyde dehydrogenase [NAD(P)+] activity, role in NADPH regeneration, acetate biosynthetic process, response to salt stress and cytosol, mitochondrion localization	-1.003	4.927e-02	0.178	5.930e-01	-1.279	3.459e-04	0.485	1.001e-01	-1.228	0.161	-3.328	0.74	0	0	-1	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H05137g	OFF	0	0	DOWN	0	CAGL0H05137g	YPL061W	S000005982	YPL061W	ALD6	Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress	-3.627	4.960e-06	-0.521	1.643e-01	-0.647	9.999e-01	-0.363	5.397e-01
CAGL0H05445g	PGI1	Glucose-6-phosphate isomerase	1.771	2.266e-05	1.175	7.967e-04	0.088	5.274e-01	0.031	9.273e-01	2.012	1.471	0.049	-0.054	1	0	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0H05445g	OFF	UP	0	0	0	CAGL0H05445g	YBR196C	S000000400	YBR196C	PGI1	Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation	1.52	5.280e-04	-0.492	3.329e-02	-0.017	9.999e-01	-0.089	8.388e-01
CAGL0H05643g		Ortholog(s) have structural constituent of ribosome activity and role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-1.832	4.234e-05	-0.941	2.830e-03	-0.493	8.522e-03	-0.52	3.549e-02	-2.197	-1.31	-1.386	-1.019	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0H05643g	OFF	DOWN	0	0	0	CAGL0H05643g	YPL090C	S000006011	YPL090C	RPS6A	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6A has a paralog, RPS6B, that arose from the whole genome duplication	-0.887	5.340e-03	0.012	9.555e-01	0.102	9.999e-01	0.075	8.432e-01
CAGL0H06545g		Ortholog(s) have role in autophagy of mitochondrion, mitochondria-nucleus signaling pathway and integral component of mitochondrial outer membrane localization	4.49	2.150e-07	4.481	9.547e-07	-0.013	9.381e-01	-0.178	6.490e-01	5.189	5.816	-0.2	-0.42	1	1	0	0	METABOLISM	MITOPHAGY	F1	CAGL0H06545g	OFF	UP	UP	0	0	CAGL0H06545g	YIL146C	S000001408	YIL146C	ATG32	Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation	5.669	3.180e-06	-2.04	1.159e-03	0.01	9.999e-01	0.293	7.348e-01
CAGL0H06699g		Ortholog(s) have glycerol-3-phosphate dehydrogenase (quinone) activity and role in NADH oxidation, glycerol metabolic process, replicative cell aging	0.536	1.173e-01	-0.655	2.603e-02	0.661	3.288e-03	1.847	8.295e-05	0.57	-0.935	1.465	3.123	0	0	0	1	REDOX SIGNALING	METABOLISM	F3	CAGL0H06699g	OFF	0	0	0	UP	CAGL0H06699g	YIL155C	S000001417	YIL155C	GUT2	Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner	0.328	4.920e-02	0.903	2.132e-03	0.079	9.999e-01	-0.037	9.613e-01
CAGL0H06787g		Ortholog(s) have acetyl-CoA C-acyltransferase activity, mRNA binding activity, role in fatty acid beta-oxidation, icosanoid biosynthetic process and mitochondrial intermembrane space, peroxisomal matrix, peroxisome localization	1.107	1.267e-04	0.937	1.817e-03	2.574	2.473e-06	2.284	1.431e-05	1.237	1.159	6.193	3.886	0	0	1	1	REDOX SIGNALING	PEROXISOME	F3	CAGL0H06787g	OFF	0	0	UP	UP	CAGL0H06787g	YIL160C	S000001422	YIL160C	POT1	3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids	2.276	4.050e-06	0.538	7.400e-03	0.037	9.999e-01	0.262	4.219e-01
CAGL0H07051g		Ortholog(s) have asparaginase activity and role in asparagine catabolic process	-0.979	1.970e-03	-0.69	7.430e-03	-0.386	3.914e-03	-1.119	6.420e-04	-1.2	-0.981	-1.121	-2.066	0	0	0	-1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0H07051g	OFF	0	0	0	DOWN	CAGL0H07051g	YDR321W	S000002729	YDR321W	ASP1	Cytosolic L-asparaginase, involved in asparagine catabolism; catalyzes hydrolysis of L-asparagine to aspartic acid and ammonia; important enzyme for the treatment of acute lymphoblastic leukemia; has low glutaminase activity and dependence; synthesized constitutively	-1.066	2.370e-04	0.246	1.888e-01	0.134	9.999e-01	-0.092	8.153e-01
CAGL0H07337g		Protein of unknown function	-0.206	7.807e-01	-0.923	6.446e-03	-1.634	1.015e-03	-2.997	1.899e-06	-0.297	-1.286	-4.205	-5.352	0	0	-1	-1	UNCLASSIFIED	_	Others	CAGL0H07337g	OFF	0	0	DOWN	DOWN	CAGL0H07337g	NO_ORTHO	CAL0131926	CAGL0H07337g		Protein of unknown function	-1.023	6.390e-03	-0.179	4.085e-01	0.021	9.999e-01	0.555	1.866e-01
CAGL0H07579g	HXK2	Putative hexokinase B	-2.008	1.291e-05	-1.88	1.853e-04	0.425	2.608e-03	-0.848	2.161e-02	-2.403	-2.545	0.882	-1.593	-1	-1	0	0	REGULATION	OTHERS	F2	CAGL0H07579g	OFF	DOWN	DOWN	0	0	CAGL0H07579g	YGL253W	S000003222	YGL253W	HXK2	Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1	-2.192	1.450e-05	0.423	7.545e-02	0.237	9.999e-01	0.02	9.684e-01
CAGL0H07887g		Ortholog(s) have phosphoribosylamine-glycine ligase activity, phosphoribosylformylglycinamidine cyclo-ligase activity	0.127	5.646e-01	0.058	8.717e-01	1.431	3.385e-04	0.642	2.957e-02	0.092	0.002	3.368	1.014	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0H07887g	OFF	0	0	UP	0	CAGL0H07887g	YGL234W	S000003203	YGL234W	ADE5,7	Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities	-0.439	2.650e-02	-0.515	9.324e-02	0.01	9.999e-01	-0.207	5.475e-01
CAGL0H08063g		Ortholog(s) have 2,4-dienoyl-CoA reductase (NADPH) activity, role in ascospore formation, fatty acid catabolic process and peroxisomal matrix localization	1.069	8.223e-05	0.902	1.176e-03	1.068	1.688e-04	0.278	2.175e-01	1.192	1.112	2.471	0.379	0	0	1	0	REDOX SIGNALING	PEROXISOME	F3	CAGL0H08063g	OFF	0	0	UP	0	CAGL0H08063g	YNL202W	S000005146	YNL202W	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate	1.125	2.060e-04	0.219	2.850e-01	-0.038	9.999e-01	0.138	8.109e-01
CAGL0H08261g		Ortholog(s) have role in autophagy of mitochondrion	1.814	1.376e-05	0.648	7.559e-03	1.638	2.865e-05	0.121	6.191e-01	2.063	0.779	3.879	0.103	1	0	1	0	METABOLISM	UNKNOWN	F1	CAGL0H08261g	Type II	UP	0	UP	0	CAGL0H08261g	YOR019W	S000005545	YOR019W		Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication	3.398	1.480e-05	1.006	1.836e-02	0.111	9.999e-01	-0.58	4.294e-01
CAGL0H08541g		Ortholog(s) have DNA binding, bending activity	1.036	1.416e-03	1.582	3.479e-05	0.508	9.088e-03	0.844	4.947e-03	1.154	2.006	1.087	1.367	0	1	0	0	REGULATION	CHROMATIN CONFORMATION	F2	CAGL0H08541g	OFF	0	UP	0	0	CAGL0H08541g	YBR089C-A	S000002157	YBR089C-A	NHP6B	High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6B has a paralog, NHP6A, that arose from the whole genome duplication	1.028	4.660e-03	-0.771	9.740e-03	0.044	9.999e-01	0.052	9.345e-01
CAGL0H08624g	MCM16	Ortholog(s) have role in chromosome segregation, establishment of mitotic sister chromatid cohesion and condensed nuclear chromosome kinetochore localization	0.452	1.159e-02	-0.344	6.155e-01	1.214	1.007e-04	0.509	4.557e-01	0.472	-0.525	2.832	0.782	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0H08624g	OFF	0	0	UP	0	CAGL0H08624g	YPR046W	S000006250	YPR046W	MCM16	Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3	0.191	2.170e-01	-0.645	7.690e-03	0.086	9.999e-01	-0.078	8.158e-01
CAGL0H08822g	MMT2	Ortholog(s) have role in cellular iron ion homeostasis and mitochondrion localization	-1.692	2.226e-05	-0.751	3.714e-03	-0.439	4.000e-02	-0.413	5.855e-02	-2.033	-1.061	-1.252	-0.831	-1	0	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H08822g	OFF	DOWN	0	0	0	CAGL0H08822g	YMR177W	S000004789	YMR177W	MMT1	Putative metal transporter involved in mitochondrial iron accumulation; MMT1 has a paralog, MMT2, that arose from the whole genome duplication	-1.91	2.360e-05	1.768	8.530e-05	-0.108	9.999e-01	-0.12	8.386e-01
CAGL0H08844g		Putative adhesin-like protein	3.187	5.950e-07	3.199	1.775e-07	-0.194	1.907e-01	0.493	6.178e-02	3.667	4.131	-0.648	0.754	1	1	0	0	STRESS RESPONSE	_	Others	CAGL0H08844g	OFF	UP	UP	0	0	CAGL0H08844g	YMR173W	S000004784	YMR173W	DDR48	DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress	4.465	5.480e-07	-0.311	9.432e-02	0.032	9.999e-01	0.01	9.783e-01
CAGL0H09064g	FUR1	Putative uracil phosphoribosyltransferase	-0.491	7.517e-02	-1.951	3.230e-05	0.498	1.484e-02	0.739	7.635e-03	-0.63	-2.638	1.063	1.185	0	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0H09064g	OFF	0	DOWN	0	0	CAGL0H09064g	YHR128W	S000001170	YHR128W	FUR1	Uracil phosphoribosyltransferase; synthesizes UMP from uracil; involved in the pyrimidine salvage pathway	-1.05	4.320e-03	0.31	1.593e-01	0.053	9.999e-01	-0.349	5.059e-01
CAGL0H09460g		Ortholog(s) have long-chain fatty acid-CoA ligase activity, medium-chain fatty acid-CoA ligase activity, very long-chain fatty acid-CoA ligase activity and role in fatty acid metabolic process, long-chain fatty acid metabolic process	0.844	1.148e-03	0.562	9.821e-03	1.831	1.192e-05	1.333	1.900e-04	0.93	0.666	4.358	2.224	0	0	1	1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0H09460g	OFF	0	0	UP	UP	CAGL0H09460g	YER015W	S000000817	YER015W	FAA2	Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon	2.158	2.800e-05	1.795	1.213e-04	0.168	9.999e-01	0.356	4.325e-01
CAGL0H09592g		Putative GPI-linked cell wall protein	3.963	5.881e-06	2.652	5.246e-05	-1.601	6.059e-04	-2.48	8.751e-05	4.573	3.412	-4.125	-4.447	1	1	-1	-1	STRESS RESPONSE	_	Others	CAGL0H09592g	Type I	UP	UP	DOWN	DOWN	CAGL0H09592g	YER011W	S000000813	YER011W	TIR1	Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	NA	  NA	NA	  NA	NA	  NA	NA	  NA
CAGL0H09614g		Putative GPI-linked cell wall protein	3.922	6.992e-06	2.757	2.427e-05	-1.518	3.464e-04	-2.299	9.266e-05	4.525	3.55	-3.918	-4.131	1	1	-1	-1	STRESS RESPONSE	_	Others	CAGL0H09614g	Type I	UP	UP	DOWN	DOWN	CAGL0H09614g	YER011W	S000000813	YER011W	TIR1	Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	NA	  NA	NA	  NA	NA	  NA	NA	  NA
CAGL0H09944g		Ortholog(s) have 2-alkenal reductase [NAD(P)] activity, NADPH:quinone reductase activity, mRNA 3'-UTR AU-rich region binding activity and role in cellular response to oxidative stress	1.275	9.366e-05	1.974	1.093e-05	-0.54	1.504e-03	0.065	7.884e-01	1.432	2.521	-1.502	0.005	0	1	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H09944g	Type I	0	UP	DOWN	0	CAGL0H09944g	YBR046C	S000000250	YBR046C	ZTA1	NADPH-dependent quinone reductase; GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin	3.832	2.520e-06	-1.264	8.791e-04	-0.077	9.999e-01	0.106	8.422e-01
CAGL0H09966g		Ortholog of S. cerevisiae : FMP23 and Saccharomyces cerevisiae S288C : YBR047W	4.318	2.107e-07	4.285	6.112e-08	-0.646	1.462e-03	-0.29	1.938e-01	4.988	5.559	-1.764	-0.616	1	1	0	0	UNCLASSIFIED	_	Others	CAGL0H09966g	Type I	UP	UP	DOWN	0	CAGL0H09966g	YBR047W	S000000251	YBR047W	FMP23	Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	3.282	1.590e-05	-3.715	3.971e-05	0.054	9.999e-01	0.187	8.177e-01
